#lambda    Y-band    J-band    H-band
1175         0.00001  85.87588   0.00001
1176         0.00001  86.78341   0.00001
1177         0.00001  87.67122   0.00001
1178         0.00001  88.36420   0.00001
1179         0.00001  88.86494   0.00001
1180         0.00001  89.17332   0.00001
1181         0.00001  89.48171   0.00001
1182         0.00001  89.79744   0.00001
1183         0.00001  90.16237   0.00001
1184         0.00001  90.52445   0.00001
1185         0.00001  90.74692   0.00001
1186         0.00001  90.96939   0.00001
1187         0.00001  91.19187   0.00001
1188         0.00001  91.41434   0.00001
1189         0.00001  91.58409   0.00001
1190         0.00001  91.71407   0.00001
1191         0.00001  91.84405   0.00001
1192         0.00001  91.97403   0.00001
1193         0.00001  92.10400   0.00001
1194         0.00001  92.21993   0.00001
1195         0.00001  92.33235   0.00001
1196         0.00001  92.44477   0.00001
1197         0.00001  92.55718   0.00001
1198         0.00001  92.66960   0.00001
1199         0.00001  92.78201   0.00001
1200         0.00001  92.88460   0.00001
1201         0.00001  92.98532   0.00001
1202         0.00001  93.08604   0.00001
1203         0.00001  93.18676   0.00001
1204         0.00001  93.26800   0.00001
1205         0.00001  93.33965   0.00001
1206         0.00001  93.41130   0.00001
1207         0.00001  93.48294   0.00001
1208         0.00001  93.55459   0.00001
1209         0.00001  93.62623   0.00001
1210         0.00001  93.69615   0.00001
1211         0.00001  93.75201   0.00001
1212         0.00001  93.80788   0.00001
1213         0.00001  93.86374   0.00001
1214         0.00001  93.91961   0.00001
1215         0.00001  93.97547   0.00001
1216         0.00001  94.03134   0.00001
1217         0.00001  94.08721   0.00001
1218         0.00001  94.14182   0.00001
1219         0.00001  94.19636   0.00001
1220         0.00001  94.25091   0.00001
1221         0.00001  94.30545   0.00001
1222         0.00001  94.36000   0.00001
1223         0.00001  94.41455   0.00001
1224         0.00001  94.46909   0.00001
1225         0.00001  94.51464   0.00001
1226         0.00001  94.55793   0.00001
1227         0.00001  94.60123   0.00001
1228         0.00001  94.64453   0.00001
1229         0.00001  94.68782   0.00001
1230         0.00001  94.73112   0.00001
1231         0.00001  94.77441   0.00001
1232         0.00001  94.81775   0.00001
1233         0.00001  94.86110   0.00001
1234         0.00001  94.90446   0.00001
1235         0.00001  94.94782   0.00001
1236         0.00001  94.99117   0.00001
1237         0.00001  95.03453   0.00001
1238         0.00001  95.07789   0.00001
1239         0.00001  95.11848   0.00001
1240         0.00001  95.15619   0.00001
1241         0.00001  95.19390   0.00001
1242         0.00001  95.23161   0.00001
1243         0.00001  95.26932   0.00001
1244         0.00001  95.30703   0.00001
1245         0.00001  95.34473   0.00001
1246         0.00001  95.38015   0.00001
1247         0.00001  95.41092   0.00001
1248         0.00001  95.44169   0.00001
1249         0.00001  95.47246   0.00001
1250         0.00001  95.50323   0.00001
1251         0.00001  95.53400   0.00001
1252         0.00001  95.56477   0.00001
1253         0.00001  95.60031   0.00001
1254         0.00001  95.65757   0.00001
1255         0.00001  95.71483   0.00001
1256         0.00001  95.77209   0.00001
1257         0.00001  95.82936   0.00001
1258         0.00001  95.88662   0.00001
1259         0.00001  95.94388   0.00001
1260         0.00001  96.00031   0.00001
1261         0.00001  96.01567   0.00001
1262         0.00001  96.03103   0.00001
1263         0.00001  96.04640   0.00001
1264         0.00001  96.06176   0.00001
1265         0.00001  96.07712   0.00001
1266         0.00001  96.09249   0.00001
1267         0.00001  96.10785   0.00001
1268         0.00001  96.16413   0.00001
1269         0.00001  96.22706   0.00001
1270         0.00001  96.29000   0.00001
1271         0.00001  96.35294   0.00001
1272         0.00001  96.41587   0.00001
1273         0.00001  96.47881   0.00001
1274         0.00001  96.54175   0.00001
1275         0.00001  96.56297   0.00001
1276         0.00001  96.56716   0.00001
1277         0.00001  96.57135   0.00001
1278         0.00001  96.57554   0.00001
1279         0.00001  96.57973   0.00001
1280         0.00001  96.58392   0.00001
1281         0.00001  96.58811   0.00001
1282         0.00001  96.61769   0.00001
1283         0.00001  96.66804   0.00001
1284         0.00001  96.71839   0.00001
1285         0.00001  96.76874   0.00001
1286         0.00001  96.81909   0.00001
1287         0.00001  96.86944   0.00001
1288         0.00001  96.91979   0.00001
1289         0.00001  96.97744   0.00001
1290         0.00001  97.04603   0.00001
1291         0.00001  97.11462   0.00001
1292         0.00001  97.11130   0.00001
1293         0.00001  97.06574   0.00001
1294         0.00001  97.02018   0.00001
1295         0.00001  96.97462   0.00001
1296         0.00001  96.92331   0.00001
1297         0.00001  96.85376   0.00001
1298         0.00001  96.78422   0.00001
1299         0.00001  96.71468   0.00001
1300         0.00001  96.65651   0.00001
1301         0.00001  96.74946   0.00001
1302         0.00001  96.84242   0.00001
1303         0.00001  96.93538   0.00001
1304         0.00001  97.07877   0.00001
1305         0.00001  97.26872   0.00001
1306         0.00001  97.25209   0.00001
1307         0.00001  97.15907   0.00001
1308         0.00001  97.06605   0.00001
1309         0.00001  96.93440   0.00001
1310         0.00001  96.78773   0.00001
1311         0.00001  96.64107   0.00001
1312         0.00001  96.49440   0.00001
1313         0.00001  96.39553   0.00001
1314         0.00001  96.46615   0.00001
1315         0.00001  96.53676   0.00001
1316         0.00001  96.60737   0.00001
1317         0.00001  96.67798   0.00001
1318         0.00001  96.74859   0.00001
1319         0.00001  96.33519   0.00001
1320         0.00001  95.90526   0.00001
1321         0.00001  95.40811   0.00001
1322         0.00001  94.98536   0.00001
1323         0.00001  94.70701   0.00001
1324         0.00001  94.42866   0.00001
1325         0.00001  94.15031   0.00001
1326         0.00001  88.62857   0.00001
1327         0.00001  73.81299   0.00001
1328         0.00001  53.00508   0.00001
1329         0.00001  33.92386   0.00001
1330         0.00001  15.94659   0.00001
1331         0.00001   9.25114   0.00001
1332         0.00001   3.41847   0.00002
1333         0.00001   2.40142   0.00002
1334         0.00001   1.57598   0.00002
1335         0.00001   1.13955   0.00002
1336         0.00001   0.70312   0.00002
1337         0.00001   0.63756   0.00002
1338         0.00001   0.57199   0.00002
1339         0.00001   0.50643   0.00002
1340         0.00001   0.44087   0.00003
1341         0.00001   0.37531   0.00003
1342         0.00001   0.30974   0.00003
1343         0.00001   0.24418   0.00003
1344         0.00001   0.17862   0.00003
1345         0.00001   0.11306   0.00003
1346         0.00001   0.04749   0.00004
1347         0.00001   0.00747   0.00004
1348         0.00001   0.00652   0.00004
1349         0.00001   0.00557   0.00005
1350         0.00001   0.00462   0.00005
1351         0.00001   0.00366   0.00005
1352         0.00001   0.00271   0.00006
1353         0.00001   0.00176   0.00006
1354         0.00001   0.00081   0.00007
1355         0.00001   0.00057   0.00008
1356         0.00001   0.00046   0.00008
1357         0.00001   0.00036   0.00009
1358         0.00001   0.00026   0.00010
1359         0.00001   0.00022   0.00011
1360         0.00001   0.00017   0.00012
1361         0.00001   0.00013   0.00013
1362         0.00001   0.00011   0.00014
1363         0.00001   0.00009   0.00015
1364         0.00001   0.00007   0.00016
1365         0.00001   0.00006   0.00017
1366         0.00001   0.00005   0.00019
1367         0.00001   0.00004   0.00021
1368         0.00001   0.00003   0.00024
1369         0.00001   0.00002   0.00025
1370         0.00001   0.00002   0.00027
1371         0.00001   0.00002   0.00030
1372         0.00001   0.00001   0.00033
1373         0.00001   0.00001   0.00036
1374         0.00001   0.00001   0.00039
1375         0.00001   0.00001   0.00042
1376         0.00001   0.00001   0.00046
1377         0.00001   0.00001   0.00050
1378         0.00001   0.00001   0.00054
1379         0.00001   0.00001   0.00060
1380         0.00001   0.00001   0.00065
1381         0.00001   0.00001   0.00070
1382         0.00001   0.00001   0.00077
1383         0.00001   0.00001   0.00084
1384         0.00001   0.00001   0.00091
1385         0.00001   0.00001   0.00098
1386         0.00001   0.00001   0.00106
1387         0.00001   0.00001   0.00116
1388         0.00001   0.00001   0.00126
1389         0.00001   0.00001   0.00139
1390         0.00001   0.00001   0.00151
1391         0.00001   0.00001   0.00164
1392         0.00001   0.00001   0.00179
1393         0.00001   0.00001   0.00195
1394         0.00001   0.00001   0.00210
1395         0.00001   0.00001   0.00226
1396         0.00001   0.00001   0.00244
1397         0.00001   0.00001   0.00262
1398         0.00001   0.00001   0.00280
1399         0.00001   0.00001   0.00311
1400         0.00001   0.00001   0.00345
1401         0.00001   0.00001   0.00386
1402         0.00001   0.00001   0.00426
1403         0.00001   0.00001   0.00463
1404         0.00001   0.00001   0.00501
1405         0.00001   0.00001   0.00553
1406         0.00001   0.00001   0.00614
1407         0.00001   0.00001   0.00674
1408         0.00001   0.00001   0.00735
1409         0.00001   0.00001   0.00818
1410         0.00001   0.00001   0.00917
1411         0.00001   0.00001   0.01022
1412         0.00001   0.00001   0.01129
1413         0.00001   0.00001   0.01236
1414         0.00001   0.00001   0.01343
1415         0.00001   0.00001   0.01485
1416         0.00001   0.00001   0.01650
1417         0.00001   0.00001   0.01827
1418         0.00001   0.00001   0.02053
1419         0.00001   0.00001   0.02279
1420         0.00001   0.00001   0.02555
1421         0.00001   0.00001   0.02844
1422         0.00001   0.00001   0.03159
1423         0.00001   0.00001   0.03516
1424         0.00001   0.00001   0.03873
1425         0.00001   0.00001   0.04348
1426         0.00001   0.00001   0.04824
1427         0.00001   0.00001   0.05375
1428         0.00001   0.00001   0.05975
1429         0.00001   0.00001   0.06576
1430         0.00001   0.00001   0.07274
1431         0.00001   0.00001   0.07976
1432         0.00001   0.00001   0.08895
1433         0.00001   0.00001   0.09870
1434         0.00001   0.00001   0.11015
1435         0.00001   0.00001   0.12162
1436         0.00001   0.00001   0.13417
1437         0.00001   0.00001   0.15027
1438         0.00001   0.00001   0.16637
1439         0.00001   0.00001   0.18452
1440         0.00001   0.00001   0.20407
1441         0.00001   0.00001   0.22518
1442         0.00001   0.00001   0.25281
1443         0.00001   0.00001   0.28045
1444         0.00001   0.00001   0.31289
1445         0.00001   0.00001   0.34659
1446         0.00001   0.00001   0.38571
1447         0.00001   0.00001   0.43321
1448         0.00001   0.00001   0.48071
1449         0.00001   0.00001   0.54324
1450         0.00001   0.00001   0.60588
1451         0.00001   0.00001   0.67533
1452         0.00001   0.00001   0.74946
1453         0.00001   0.00001   0.84199
1454         0.00001   0.00001   0.94428
1455         0.00001   0.00001   1.09112
1456         0.00001   0.00001   1.24712
1457         0.00001   0.00001   1.41241
1458         0.00001   0.00001   1.58242
1459         0.00001   0.00001   1.75243
1460         0.00001   0.00001   2.01209
1461         0.00001   0.00001   2.27643
1462         0.00001   0.00001   2.58924
1463         0.00001   0.00001   3.00997
1464         0.00001   0.00001   3.44210
1465         0.00001   0.00001   3.89210
1466         0.00001   0.00001   4.34209
1467         0.00001   0.00001   4.94849
1468         0.00001   0.00001   5.66393
1469         0.00001   0.00001   6.37937
1470         0.00001   0.00001   7.56545
1471         0.00001   0.00001   8.27856
1472         0.00001   0.00001   9.40495
1473         0.00002   0.00001  10.81983
1474         0.00002   0.00001  12.45220
1475         0.00001   0.00001  14.02540
1476         0.00001   0.00001  15.55715
1477         0.00001   0.00001  17.22054
1478         0.00001   0.00001  19.45402
1479         0.00001   0.00001  21.68749
1480         0.00001   0.00001  24.58868
1481         0.00001   0.00001  26.97870
1482         0.00001   0.00001  29.73014
1483         0.00001   0.00001  33.05443
1484         0.00001   0.00001  36.37871
1485         0.00002   0.00001  39.71616
1486         0.00002   0.00001  43.21831
1487         0.00002   0.00001  46.72045
1488         0.00001   0.00001  50.22260
1489         0.00001   0.00001  53.64458
1490         0.00001   0.00001  57.00873
1491         0.00001   0.00001  60.37289
1492         0.00001   0.00001  63.68439
1493         0.00001   0.00001  66.45014
1494         0.00001   0.00001  69.21589
1495         0.00001   0.00001  71.98164
1496         0.00001   0.00001  74.14277
1497         0.00001   0.00001  75.89406
1498         0.00001   0.00001  77.64534
1499         0.00001   0.00001  79.39663
1500         0.00001   0.00001  81.14792
1501         0.00001   0.00001  82.65771
1502         0.00001   0.00001  83.73252
1503         0.00001   0.00001  84.80733
1504         0.00001   0.00001  85.88214
1505         0.00001   0.00001  86.95695
1506         0.00001   0.00001  87.73346
1507         0.00002   0.00001  88.27616
1508         0.00002   0.00001  88.78641
1509         0.00002   0.00001  89.16417
1510         0.00001   0.00001  89.54074
1511         0.00001   0.00001  89.86211
1512         0.00001   0.00001  90.14560
1513         0.00001   0.00001  90.42909
1514         0.00001   0.00001  90.71258
1515         0.00001   0.00001  90.91439
1516         0.00001   0.00001  91.08765
1517         0.00001   0.00001  91.25127
1518         0.00001   0.00001  91.38816
1519         0.00001   0.00001  91.52504
1520         0.00001   0.00001  91.66192
1521         0.00001   0.00001  91.75851
1522         0.00001   0.00001  91.84776
1523         0.00001   0.00001  91.93701
1524         0.00001   0.00001  92.02626
1525         0.00001   0.00001  92.11327
1526         0.00001   0.00002  92.18514
1527         0.00001   0.00002  92.25701
1528         0.00001   0.00005  92.32887
1529         0.00001   0.00007  92.40074
1530         0.00001   0.00011  92.46869
1531         0.00001   0.00012  92.53103
1532         0.00001   0.00011  92.59337
1533         0.00001   0.00007  92.65571
1534         0.00001   0.00004  92.71867
1535         0.00001   0.00003  92.79362
1536         0.00001   0.00002  92.86857
1537         0.00001   0.00002  92.94352
1538         0.00001   0.00002  93.01848
1539         0.00004   0.00002  93.09343
1540         0.00007   0.00002  93.15706
1541         0.00010   0.00002  93.22044
1542         0.00014   0.00002  93.28383
1543         0.00017   0.00002  93.34722
1544         0.00020   0.00002  93.40961
1545         0.00024   0.00002  93.46917
1546         0.00027   0.00002  93.52874
1547         0.00030   0.00002  93.58830
1548         0.00030   0.00002  93.64787
1549         0.00028   0.00002  93.69816
1550         0.00026   0.00002  93.73600
1551         0.00025   0.00002  93.77384
1552         0.00023   0.00002  93.81169
1553         0.00022   0.00001  93.84953
1554         0.00020   0.00001  93.89431
1555         0.00018   0.00001  93.94053
1556         0.00017   0.00001  93.98674
1557         0.00015   0.00001  94.03296
1558         0.00014   0.00001  94.07528
1559         0.00012   0.00001  94.08673
1560         0.00010   0.00001  94.09818
1561         0.00009   0.00001  94.10963
1562         0.00007   0.00001  94.12107
1563         0.00005   0.00001  94.12800
1564         0.00004   0.00001  94.12800
1565         0.00002   0.00001  94.12800
1566         0.00002   0.00001  94.12800
1567         0.00002   0.00001  94.12800
1568         0.00002   0.00002  94.11634
1569         0.00002   0.00002  94.09917
1570         0.00002   0.00002  94.08200
1571         0.00002   0.00002  94.06482
1572         0.00002   0.00003  94.04765
1573         0.00002   0.00003  94.02085
1574         0.00002   0.00003  93.99367
1575         0.00002   0.00003  93.96649
1576         0.00002   0.00004  93.93931
1577         0.00003   0.00004  93.92117
1578         0.00003   0.00004  93.91890
1579         0.00003   0.00004  93.91662
1580         0.00003   0.00004  93.91435
1581         0.00003   0.00004  93.91207
1582         0.00002   0.00004  93.91100
1583         0.00002   0.00003  93.91100
1584         0.00002   0.00003  93.91100
1585         0.00002   0.00003  93.91100
1586         0.00001   0.00003  93.91100
1587         0.00001   0.00003  93.92514
1588         0.00001   0.00003  93.94256
1589         0.00001   0.00002  93.95998
1590         0.00001   0.00002  93.97740
1591         0.00001   0.00002  94.00662
1592         0.00001   0.00002  94.05032
1593         0.00001   0.00002  94.09402
1594         0.00001   0.00002  94.13773
1595         0.00001   0.00002  94.18143
1596         0.00001   0.00002  94.23274
1597         0.00002   0.00002  94.28967
1598         0.00007   0.00002  94.34661
1599         0.00017   0.00002  94.40354
1600         0.00028   0.00002  94.46048
1601         0.00038   0.00002  94.51741
1602         0.00049   0.00002  94.57435
1603         0.00059   0.00002  94.63128
1604         0.00070   0.00002  94.68250
1605         0.00081   0.00003  94.72747
1606         0.00091   0.00003  94.77244
1607         0.00102   0.00003  94.81741
1608         0.00112   0.00003  94.86238
1609         0.00123   0.00004  94.89722
1610         0.00133   0.00004  94.91736
1611         0.00144   0.00004  94.93750
1612         0.00154   0.00004  94.95764
1613         0.00165   0.00005  94.97778
1614         0.00175   0.00005  94.98400
1615         0.00186   0.00005  94.98400
1616         0.00196   0.00005  94.98400
1617         0.00207   0.00006  94.98400
1618         0.00217   0.00006  94.98400
1619         0.00228   0.00007  94.97553
1620         0.00238   0.00007  94.96684
1621         0.00249   0.00007  94.95814
1622         0.00259   0.00008  94.94945
1623         0.00263   0.00008  94.94524
1624         0.00246   0.00007  94.95393
1625         0.00230   0.00007  94.96263
1626         0.00213   0.00007  94.97132
1627         0.00197   0.00006  94.98001
1628         0.00180   0.00006  94.98951
1629         0.00164   0.00005  94.99968
1630         0.00148   0.00005  95.00986
1631         0.00131   0.00005  95.02004
1632         0.00115   0.00004  95.03021
1633         0.00098   0.00004  95.07039
1634         0.00082   0.00004  95.12835
1635         0.00065   0.00004  95.18630
1636         0.00049   0.00004  95.24425
1637         0.00033   0.00003  95.30217
1638         0.00016   0.00003  95.35985
1639         0.00001   0.00003  95.41752
1640         0.00001   0.00003  95.47520
1641         0.00001   0.00003  95.53288
1642         0.00001   0.00003  95.58883
1643         0.00001   0.00003  95.64210
1644         0.00001   0.00002  95.69537
1645         0.00001   0.00002  95.74865
1646         0.00001   0.00002  95.80192
1647         0.00001   0.00002  95.84433
1648         0.00001   0.00002  95.88388
1649         0.00001   0.00002  95.92344
1650         0.00001   0.00002  95.96299
1651         0.00001   0.00002  96.00255
1652         0.00001   0.00002  96.04350
1653         0.00001   0.00003  96.08490
1654         0.00001   0.00003  96.12630
1655         0.00001   0.00003  96.16769
1656         0.00001   0.00003  96.20662
1657         0.00001   0.00003  96.22793
1658         0.00001   0.00003  96.24924
1659         0.00001   0.00003  96.27055
1660         0.00001   0.00004  96.29186
1661         0.00001   0.00004  96.30800
1662         0.00001   0.00004  96.31945
1663         0.00001   0.00004  96.33089
1664         0.00001   0.00004  96.34234
1665         0.00001   0.00005  96.35379
1666         0.00001   0.00005  96.36541
1667         0.00001   0.00006  96.37707
1668         0.00001   0.00007  96.38874
1669         0.00001   0.00007  96.40040
1670         0.00001   0.00008  96.41204
1671         0.00001   0.00009  96.42349
1672         0.00001   0.00011  96.43494
1673         0.00001   0.00012  96.44639
1674         0.00001   0.00013  96.45783
1675         0.00001   0.00014  96.47364
1676         0.00001   0.00015  96.49675
1677         0.00001   0.00016  96.51986
1678         0.00001   0.00016  96.54297
1679         0.00001   0.00017  96.56607
1680         0.00001   0.00016  96.59100
1681         0.00001   0.00015  96.61687
1682         0.00001   0.00014  96.64273
1683         0.00001   0.00013  96.66860
1684         0.00001   0.00013  96.69447
1685         0.00001   0.00012  96.71774
1686         0.00001   0.00011  96.74085
1687         0.00001   0.00010  96.76396
1688         0.00001   0.00009  96.78707
1689         0.00001   0.00008  96.80690
1690         0.00001   0.00007  96.81538
1691         0.00001   0.00007  96.82386
1692         0.00001   0.00006  96.83234
1693         0.00001   0.00006  96.84082
1694         0.00001   0.00006  96.85446
1695         0.00001   0.00005  96.87312
1696         0.00001   0.00005  96.89177
1697         0.00001   0.00005  96.89652
1698         0.00001   0.00004  96.89030
1699         0.00001   0.00004  96.88409
1700         0.00001   0.00004  96.87787
1701         0.00001   0.00004  96.87165
1702         0.00001   0.00004  96.86543
1703         0.00001   0.00004  96.85921
1704         0.00001   0.00003  96.85299
1705         0.00001   0.00003  96.84677
1706         0.00001   0.00003  96.84303
1707         0.00001   0.00003  96.84027
1708         0.00001   0.00003  96.83752
1709         0.00001   0.00003  96.83476
1710         0.00001   0.00003  96.83200
1711         0.00001   0.00003  96.81188
1712         0.00001   0.00003  96.79174
1713         0.00001   0.00003  96.77160
1714         0.00001   0.00003  96.75146
1715         0.00001   0.00003  96.73126
1716         0.00001   0.00003  96.71091
1717         0.00001   0.00003  96.69056
1718         0.00001   0.00004  96.67021
1719         0.00001   0.00004  96.64985
1720         0.00001   0.00004  96.63621
1721         0.00001   0.00004  96.62773
1722         0.00001   0.00005  96.61924
1723         0.00001   0.00005  96.61076
1724         0.00001   0.00005  96.60228
1725         0.00001   0.00005  96.60100
1726         0.00001   0.00006  96.60100
1727         0.00001   0.00006  96.60100
1728         0.00001   0.00006  96.60100
1729         0.00001   0.00007  96.60327
1730         0.00001   0.00007  96.62044
1731         0.00001   0.00007  96.63761
1732         0.00001   0.00008  96.65478
1733         0.00001   0.00009  96.67195
1734         0.00001   0.00010  96.69520
1735         0.00001   0.00012  96.72701
1736         0.00001   0.00013  96.75881
1737         0.00001   0.00015  96.79062
1738         0.00001   0.00017  96.82243
1739         0.00001   0.00019  96.85008
1740         0.00001   0.00021  96.87594
1741         0.00001   0.00023  96.90181
1742         0.00001   0.00025  96.92767
1743         0.00001   0.00027  96.95353
1744         0.00001   0.00029  96.89737
1745         0.00001   0.00031  96.83971
1746         0.00001   0.00033  96.78205
1747         0.00001   0.00035  96.72438
1748         0.00001   0.00037  96.63165
1749         0.00001   0.00036  96.44166
1750         0.00001   0.00035  96.25167
1751         0.00001   0.00035  96.01815
1752         0.00001   0.00034  95.77691
1753         0.00001   0.00033  95.51536
1754         0.00001   0.00032  95.25136
1755         0.00001   0.00031  94.83652
1756         0.00001   0.00028  94.43091
1757         0.00001   0.00026  94.00581
1758         0.00001   0.00024  93.55317
1759         0.00001   0.00022  93.06521
1760         0.00001   0.00021  91.99324
1761         0.00001   0.00021  91.22858
1762         0.00001   0.00020  90.18291
1763         0.00001   0.00020  89.01966
1764         0.00001   0.00019  87.85641
1765         0.00001   0.00019  86.69316
1766         0.00001   0.00019  85.52991
1767         0.00001   0.00018  84.36666
1768         0.00002   0.00018  82.89532
1769         0.00003   0.00018  79.90907
1770         0.00004   0.00018  76.92281
1771         0.00005   0.00018  73.93655
1772         0.00006   0.00019  70.95029
1773         0.00007   0.00019  67.96404
1774         0.00008   0.00019  64.97778
1775         0.00009   0.00019  61.99152
1776         0.00010   0.00019  59.00526
1777         0.00011   0.00019  55.47102
1778         0.00012   0.00021  51.23079
1779         0.00013   0.00022  46.99056
1780         0.00014   0.00023  42.75033
1781         0.00015   0.00024  38.51010
1782         0.00016   0.00025  34.26987
1783         0.00017   0.00027  30.02965
1784         0.00018   0.00029  26.33084
1785         0.00019   0.00031  23.28846
1786         0.00020   0.00033  20.24608
1787         0.00019   0.00035  17.20370
1788         0.00018   0.00036  15.48927
1789         0.00017   0.00037  13.83017
1790         0.00017   0.00038  12.17108
1791         0.00016   0.00039  10.51198
1792         0.00015   0.00040   8.85289
1793         0.00014   0.00041   7.79890
1794         0.00013   0.00039   6.66444
1795         0.00012   0.00037   5.68007
1796         0.00011   0.00034   4.91547
1797         0.00010   0.00032   4.39173
1798         0.00009   0.00029   3.86799
1799         0.00008   0.00027   3.36968
1800         0.00007   0.00025   2.91533
1801         0.00006   0.00022   2.53764
1802         0.00005   0.00019   2.23954
1803         0.00004   0.00017   2.05268
1804         0.00005   0.00016   1.86582
1805         0.00005   0.00014   1.50822
1806         0.00006   0.00013   1.36971
1807         0.00006   0.00012   1.25055
1808         0.00007   0.00010   1.12812
1809         0.00008   0.00010   1.00568
1810         0.00008   0.00009   0.88324
1811         0.00009   0.00008   0.77044
1812         0.00009   0.00008   0.68440
1813         0.00010   0.00007   0.61746
1814         0.00010   0.00006   0.55052
1815         0.00011   0.00006   0.50075
1816         0.00011   0.00006   0.45218
1817         0.00012   0.00005   0.40777
1818         0.00013   0.00005   0.36699
1819         0.00013   0.00005   0.32765
1820         0.00013   0.00005   0.29760
1821         0.00012   0.00004   0.26755
1822         0.00012   0.00004   0.24352
1823         0.00012   0.00004   0.22168
1824         0.00011   0.00004   0.20128
1825         0.00011   0.00004   0.18372
1826         0.00010   0.00003   0.16617
1827         0.00010   0.00003   0.15264
1828         0.00010   0.00003   0.13940
1829         0.00009   0.00003   0.12906
1830         0.00009   0.00003   0.12127
1831         0.00009   0.00003   0.11348
1832         0.00008   0.00003   0.10569
1833         0.00008   0.00003   0.09762
1834         0.00008   0.00003   0.08944
1835         0.00007   0.00003   0.08125
1836         0.00007   0.00003   0.07374
1837         0.00006   0.00003   0.06760
1838         0.00006   0.00003   0.06146
1839         0.00006   0.00003   0.05615
1840         0.00005   0.00003   0.05254
1841         0.00005   0.00003   0.04893
1842         0.00005   0.00003   0.04532
1843         0.00004   0.00003   0.04230
1844         0.00004   0.00003   0.03949
1845         0.00004   0.00003   0.03668
1846         0.00003   0.00003   0.03398
1847         0.00003   0.00003   0.03194
1848         0.00003   0.00003   0.02991
1849         0.00002   0.00003   0.02787
1850         0.00002   0.00003   0.02619
1851         0.00002   0.00003   0.02469
1852         0.00002   0.00003   0.02320
1853         0.00002   0.00003   0.02171
1854         0.00002   0.00003   0.02043
1855         0.00002   0.00003   0.01916
1856         0.00002   0.00003   0.01790
1857         0.00002   0.00004   0.01674
1858         0.00002   0.00004   0.01595
1859         0.00002   0.00004   0.01516
1860         0.00002   0.00004   0.01438
1861         0.00002   0.00004   0.01360
1862         0.00002   0.00004   0.01291
1863         0.00002   0.00005   0.01223
1864         0.00002   0.00005   0.01159
1865         0.00002   0.00005   0.01098
1866         0.00002   0.00005   0.01036
1867         0.00003   0.00006   0.00975
1868         0.00004   0.00006   0.00921
1869         0.00005   0.00007   0.00872
1870         0.00006   0.00007   0.00822
1871         0.00006   0.00008   0.00773
1872         0.00007   0.00009   0.00730
1873         0.00008   0.00010   0.00699
1874         0.00009   0.00010   0.00667
1875         0.00010   0.00011   0.00636
1876         0.00011   0.00012   0.00605
1877         0.00011   0.00013   0.00573
1878         0.00012   0.00014   0.00548
1879         0.00013   0.00015   0.00523
1880         0.00014   0.00016   0.00498
1881         0.00015   0.00018   0.00474
1882         0.00016   0.00020   0.00450
1883         0.00016   0.00022   0.00430
1884         0.00017   0.00024   0.00411
1885         0.00016   0.00027   0.00391
1886         0.00016   0.00029   0.00372
1887         0.00016   0.00032   0.00354
1888         0.00015   0.00035   0.00340
1889         0.00015   0.00036   0.00325
1890         0.00014   0.00036   0.00311
1891         0.00014   0.00037   0.00296
1892         0.00014   0.00038   0.00282
1893         0.00013   0.00038   0.00268
1894         0.00013   0.00039   0.00257
1895         0.00012   0.00040   0.00247
1896         0.00012   0.00039   0.00237
1897         0.00012   0.00037   0.00227
1898         0.00011   0.00036   0.00217
1899         0.00011   0.00034   0.00207
1900         0.00010   0.00032   0.00197
1901         0.00010   0.00031   0.00187
1902         0.00010   0.00029   0.00180
1903         0.00009   0.00028   0.00173
1904         0.00009   0.00026   0.00166
1905         0.00008   0.00025   0.00159
1906         0.00008   0.00024   0.00152
1907         0.00008   0.00023   0.00147
1908         0.00007   0.00022   0.00141
1909         0.00007   0.00021   0.00136
1910         0.00006   0.00021   0.00130
1911         0.00006   0.00020   0.00125
1912         0.00006   0.00020   0.00120
1913         0.00005   0.00019   0.00115
1914         0.00005   0.00018   0.00110
1915         0.00004   0.00018   0.00106
1916         0.00004   0.00017   0.00101
1917         0.00005   0.00017   0.00096
1918         0.00005   0.00017   0.00092
1919         0.00006   0.00017   0.00088
1920         0.00007   0.00017   0.00085
1921         0.00007   0.00017   0.00082
1922         0.00008   0.00017   0.00079
1923         0.00008   0.00017   0.00076
1924         0.00009   0.00017   0.00072
1925         0.00010   0.00017   0.00069
1926         0.00010   0.00017   0.00067
1927         0.00011   0.00017   0.00064
1928         0.00012   0.00017   0.00062
1929         0.00012   0.00017   0.00060
1930         0.00013   0.00018   0.00057
1931         0.00014   0.00018   0.00055
1932         0.00014   0.00018   0.00053
1933         0.00015   0.00019   0.00051
1934         0.00015   0.00019   0.00049
1935         0.00016   0.00020   0.00047
1936         0.00017   0.00020   0.00045
1937         0.00017   0.00020   0.00043
1938         0.00018   0.00021   0.00042
1939         0.00019   0.00022   0.00040
1940         0.00019   0.00023   0.00039
1941         0.00020   0.00024   0.00037
1942         0.00020   0.00024   0.00036
1943         0.00019   0.00025   0.00034
1944         0.00019   0.00026   0.00033
1945         0.00018   0.00028   0.00032
1946         0.00018   0.00029   0.00031
1947         0.00018   0.00030   0.00030
1948         0.00017   0.00032   0.00029
1949         0.00017   0.00032   0.00028
1950         0.00016   0.00033   0.00027
